Disease,Patient_Description
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Doctor sab, jor 40°C, chokher pichone byatha, hade tibro byatha. Majhe majhe vomi hoy. Gaye lal dag, amar ki hoise?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Ami khub durbol lagtesi, jor 39°C, hade byatha. Gaye dag, kokhono kokhono matha ghura. Doctor, eida ki gurutoro kichu?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Hotat shorirta durbol hoya geche, doctor. Jor 39°C, chokher pichone tibro byatha. Had-gore byatha, majhe majhe vomi lage. Gaye lalche dag dekhay. Eida kotota gurutoro?"
Dengu,"Jor-ta hotat bairya geche, tapmatra 39°C. Hade tibro byatha, chokhe chap lage. Majhe majhe vomi-vomi, gaye lal dag. Ami khub chintay achi."
Dengu,"Amar shorirta ekdom bhainga porche, doctor. Jor 40°C, matha ta bhari, hade khub byatha. Chokhe chap lage, kokhono kokhono vomi hoy. Gaye chhoto chhoto lal dag dekhay. Eida ki dengu naki?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Hotat shorirta durbol hoya geche, doctor. Jor 39°C, chokher pichone tibro byatha. Had-gore byatha, majhe majhe vomi lage. Gaye lalche dag dekhay. Eida kotota gurutoro?"
Dengu,"Ami khub durbol lagtesi, jor 39°C, hade byatha. Gaye dag, kokhono kokhono matha ghura. Doctor, eida ki gurutoro kichu?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Doctor sab, jor 40°C, chokher pichone byatha, hade tibro byatha. Majhe majhe vomi hoy. Gaye lal dag, amar ki hoise?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Shorire hotat durbolota, jor 38°C, chokher pichone chap. Gaye dag, majhe majhe vomi lage. Doctor, ami ekhon ki kori?"
Dengu,"Doctor bhai, dui din dhira jor, hade tibro byatha, gaye lalche dag. Kokhono kokhono vomi lage, matha o bhari. Eida ki dengu hote pare?"
Dengu,"Ami khub durbol lagtesi, jor 39°C, hade byatha. Gaye dag, kokhono kokhono matha ghura. Doctor, eida ki gurutoro kichu?"
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Doctor bhai, dui din dhira jor, hade tibro byatha, gaye lalche dag. Kokhono kokhono vomi lage, matha o bhari. Eida ki dengu hote pare?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Amar shorirta ekdom bhainga porche, doctor. Jor 40°C, matha ta bhari, hade khub byatha. Chokhe chap lage, kokhono kokhono vomi hoy. Gaye chhoto chhoto lal dag dekhay. Eida ki dengu naki?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Doctor sab, dui din dhira jore kabu hoiya achi, tapmatra 39.5°C. Chokher pichone jeno such futteche, had-gor bhanga bhanga lage. Majhe majhe vomi-vomi lage, gaye lalche dag uthche. Eida ki khub serious?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Shorire hotat durbolota, jor 38°C, chokher pichone chap. Gaye dag, majhe majhe vomi lage. Doctor, ami ekhon ki kori?"
Dengu,"Doctor sab, dui din dhira jore kabu hoiya achi, tapmatra 39.5°C. Chokher pichone jeno such futteche, had-gor bhanga bhanga lage. Majhe majhe vomi-vomi lage, gaye lalche dag uthche. Eida ki khub serious?"
Dengu,"Ami khub durbol lagtesi, jor 39°C, hade byatha. Gaye dag, kokhono kokhono matha ghura. Doctor, eida ki gurutoro kichu?"
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Hotat shorirta durbol hoya geche, doctor. Jor 39°C, chokher pichone tibro byatha. Had-gore byatha, majhe majhe vomi lage. Gaye lalche dag dekhay. Eida kotota gurutoro?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Jor-ta hotat bairya geche, tapmatra 39°C. Hade tibro byatha, chokhe chap lage. Majhe majhe vomi-vomi, gaye lal dag. Ami khub chintay achi."
Dengu,"Amar shorirta ekdom bhainga porche, doctor. Jor 40°C, matha ta bhari, hade khub byatha. Chokhe chap lage, kokhono kokhono vomi hoy. Gaye chhoto chhoto lal dag dekhay. Eida ki dengu naki?"
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Shorire hotat durbolota, jor 38°C, chokher pichone chap. Gaye dag, majhe majhe vomi lage. Doctor, ami ekhon ki kori?"
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Doctor bhai, dui din dhira jor, hade tibro byatha, gaye lalche dag. Kokhono kokhono vomi lage, matha o bhari. Eida ki dengu hote pare?"
Dengu,"Doctor bhai, dui din dhira jor, hade tibro byatha, gaye lalche dag. Kokhono kokhono vomi lage, matha o bhari. Eida ki dengu hote pare?"
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Doctor, hotat jor 40°C, matha bhari, hade byatha. Gaye dag, kokhono kokhono vomi lage. Ami khub osusth lagtesi."
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Dengu,"Doctor bhai, dui din dhira jor, hade tibro byatha, gaye lalche dag. Kokhono kokhono vomi lage, matha o bhari. Eida ki dengu hote pare?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Amar shorirta ekdom bhainga porche, doctor. Jor 40°C, matha ta bhari, hade khub byatha. Chokhe chap lage, kokhono kokhono vomi hoy. Gaye chhoto chhoto lal dag dekhay. Eida ki dengu naki?"
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Doctor sab, dui din dhira jore kabu hoiya achi, tapmatra 39.5°C. Chokher pichone jeno such futteche, had-gor bhanga bhanga lage. Majhe majhe vomi-vomi lage, gaye lalche dag uthche. Eida ki khub serious?"
Dengu,"Doctor bhai, tin din dhira jore puriya jaitechi, 38.5°C. Hade emon byatha je hatte pari na. Chokher pichone byatha, majhe majhe vomi-vomi. Gaye lal dag uthche. Ekhon ki korbo?"
Dengu,"Amar shorirta ekdom okkora hoya geche, doctor. Matha ghura, hade byatha. Gaye lal dag, kokhono kokhono vomi lage. Khub osusthi hoitese."
Dengu,"Got tin din dhira jor 38.5°C, chokhe byatha, hade tibro byatha. Majhe majhe vomi-vomi, gaye lalche dag. Eida ki serious?"
Dengu,"Shorire hotat durbolota, jor 38°C, chokher pichone chap. Gaye dag, majhe majhe vomi lage. Doctor, ami ekhon ki kori?"
Dengu,"Jor-ta hotat bairya geche, tapmatra 39°C. Hade tibro byatha, chokhe chap lage. Majhe majhe vomi-vomi, gaye lal dag. Ami khub chintay achi."
Dengu,"Amar jor 39.5°C, hade byatha, chokhe khub chap. Majhe majhe vomi-vomi lage. Gaye lal dag uthche, doctor, eida ki holo?"
Dengu,"Doctor sab, jor 40°C, chokher pichone byatha, hade tibro byatha. Majhe majhe vomi hoy. Gaye lal dag, amar ki hoise?"
Dengu,"Jor-ta hotat bairya geche, tapmatra 39°C. Hade tibro byatha, chokhe chap lage. Majhe majhe vomi-vomi, gaye lal dag. Ami khub chintay achi."
Dengu,"Amar shorirta ekdom bhainga porche, doctor. Jor 40°C, matha ta bhari, hade khub byatha. Chokhe chap lage, kokhono kokhono vomi hoy. Gaye chhoto chhoto lal dag dekhay. Eida ki dengu naki?"
Dengu,"Doctor sab, gaye lal dag, hotat jor 40.5°C, chokhe byatha. Majhe majhe matha ghura, vomi-vomi lage. Eida ki khub kharap kichu?"
Dengu,"Doctor, got ek hapta dhira matha ghura, jor 38.5°C. Hade byatha, kokhono kokhono vomi hoy. Gaye dag uthche, eida ki dengu hote pare?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor bhai, got ek hapta dhira jore vugtechhi, tapmatra 39°C. Pete khub byatha, kokhono kokhono patla paykhana, naile kostokathinno. Ekdom kahil lage."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Amar jor-ta dhire dhire barteche, mone hoy 38.5°C. Khaowar proti mon nai, matha bhari. Majhe majhe pete osusthi lage."
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Amar shorir ekdom bhainga geche, jor 38°C, pete halka byatha. Majhe majhe diarrhea. Khub chintay achi."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor, onek din dhira jor 39°C, pete osusthi. Kokhono kokhono diarrhea ar klanto. Eida ki shadharon kichu?"
Typhoid,"Doctor, matha bhari, pete byatha, khaowar ruchi ekdom nai. Majhe majhe halka jor, 38°C. Ami ekdom durbol hoya gechi."
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Got ek hapta dhira jor 38.5°C, pete byatha. Majhe majhe patla paykhana ar klanto. Eida kotota serious?"
Typhoid,"Doctor bhai, dui din dhira jor 39.5°C, pete khub byatha. Kokhono kokhono patla paykhana. Ami ekdom osusth hoya porchi."
Typhoid,"Doctor sab, jor 39.5°C, pete tibro byatha, kokhono kokhono diarrhea hoy. Shorire jor nai, khub klanto lage. Ekhon ki korbo?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Thont shukhaya jay, ga shushko, khub klanto lage. Kokhono kokhono patla paykhana. Jor 39°C. Eida ki typhoid naki?"
Typhoid,"Doctor sab, pete osusthi, jor dhire dhire barteche, 38.5°C. Majhe majhe kostokathinno. Amar ki hoise, bolen to?"
Typhoid,"Jor 38.5°C, matha bhari, pete byatha. Majhe majhe khudha kom, shorire jor nai. Doctor, ekhon ki kora uchit?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
Typhoid,"Amar pete byatha, jor 38°C, matha bhari lage. Majhe majhe kostokathinno. Eida ki typhoid hote pare?"
Typhoid,"Doctor, jor 39°C, pete osusthi, khaowar ruchi nai. Kokhono kokhono diarrhea hoy. Ami ekhon ki korbo?"
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Got tin din dhira jor 39.5°C, pete byatha, khaowar iccha nai. Matha bhari, kokhono kokhono patla paykhana."
Typhoid,"Ami khub durbol lagtesi, jor 39.5°C, pete tibro byatha. Kokhono kokhono kostokathinno. Doctor, amar ki hoise?"
